Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Total,Mean Sales,Medain Sales:,Std Dev
608-96-3517,Cairo,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,3/23/2019,7:20:00 PM,Credit card,366.16,4.761904762,18.308,4.8,366.16,,,
584-86-7256,Giza,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.016,03-11-2019,4:07:00 PM,Credit card,241.92,4.761904762,12.096,7.3,241.92,,,
746-94-0204,Alex,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,1/29/2019,11:56:00 AM,Credit card,749.16,4.761904762,37.458,7.4,749.16,,,
214-17-6927,Giza,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,02-07-2019,6:23:00 PM,Ewallet,98.88,4.761904762,4.944,9.9,98.88,,,
400-89-4171,Giza,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,1/28/2019,1:05:00 PM,Cash,647.76,4.761904762,32.388,9.3,647.76,,,
782-95-9291,Alex,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2/20/2019,3:55:00 PM,Credit card,461.45,4.761904762,23.0725,9,461.45,,,
279-74-2924,Cairo,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,01-04-2019,7:40:00 PM,Cash,72.17,4.761904762,3.6085,6.1,72.17,,,
307-85-2293,Cairo,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,03-07-2019,1:58:00 PM,Ewallet,251.4,4.761904762,12.57,9.7,251.4,,,
743-04-1105,Cairo,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,918.729,3/30/2019,2:43:00 PM,Ewallet,874.98,4.761904762,43.749,6,874.98,,,
423-57-2993,Cairo,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,3/27/2019,7:18:00 PM,Ewallet,560.34,4.761904762,28.017,10,560.34,,,
894-41-5205,Giza,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,1/19/2019,7:39:00 PM,Credit card,345.44,4.761904762,17.272,8.3,345.44,,,
275-28-0149,Alex,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2/25/2019,4:21:00 PM,Cash,63.69,4.761904762,3.1845,6,63.69,,,
101-17-6199,Alex,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,3/13/2019,7:44:00 PM,Credit card,320.53,4.761904762,16.0265,7,320.53,,,
423-80-0988,Giza,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,1/30/2019,7:42:00 PM,Ewallet,152.8,4.761904762,7.64,6.5,152.8,,,
548-46-9322,Cairo,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2/20/2019,3:24:00 PM,Credit card,399,4.761904762,19.95,5.9,399,,,
505-02-0892,Cairo,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2/25/2019,2:12:00 PM,Ewallet,340.56,4.761904762,17.028,5.6,340.56,,,
234-65-2137,Giza,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,1/16/2019,1:32:00 PM,Cash,955.8,4.761904762,47.79,4.8,955.8,,,
687-47-8271,Alex,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,02-08-2019,4:20:00 PM,Credit card,989.8,4.761904762,49.49,8.7,989.8,,,
796-32-9050,Alex,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,1/19/2019,4:31:00 PM,Cash,307.68,4.761904762,15.384,6.5,307.68,,,
105-31-1824,Alex,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,02-01-2019,3:10:00 PM,Credit card,486.64,4.761904762,24.332,8.5,486.64,,,
249-42-3782,Alex,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,01-03-2019,11:36:00 AM,Ewallet,350.05,4.761904762,17.5025,5.5,350.05,,,
316-55-4634,Cairo,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,1/26/2019,12:45:00 PM,Credit card,400.25,4.761904762,20.0125,9.4,400.25,,,
733-33-4967,Giza,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,03-03-2019,7:17:00 PM,Cash,166.8,4.761904762,8.34,6.3,166.8,,,
608-27-6295,Cairo,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,1/19/2019,5:34:00 PM,Credit card,317.34,4.761904762,15.867,9.8,317.34,,,
414-12-7047,Cairo,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,1/18/2019,12:04:00 PM,Ewallet,158.32,4.761904762,7.916,8.7,158.32,,,
827-26-2100,Alex,Yangon,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,3/21/2019,4:21:00 PM,Ewallet,304.56,4.761904762,15.228,8.8,304.56,,,
175-54-2529,Alex,Yangon,Member,Male,Food and beverages,22.17,8,8.868,186.228,03-03-2019,5:01:00 PM,Credit card,177.36,4.761904762,8.868,9.6,177.36,,,
139-52-2867,Giza,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.4485,2/13/2019,10:50:00 AM,Credit card,157.57,4.761904762,7.8785,4.8,157.57,,,
407-63-8975,Alex,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.444,3/23/2019,7:16:00 PM,Ewallet,443.28,4.761904762,22.164,4.4,443.28,,,
342-65-4817,Giza,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,1/28/2019,4:47:00 PM,Ewallet,260.4,4.761904762,13.02,9.9,260.4,,,
130-98-8941,Giza,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,02-09-2019,10:00:00 AM,Cash,449.82,4.761904762,22.491,5.7,449.82,,,
434-83-9547,Giza,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,1/23/2019,11:51:00 AM,Cash,307.76,4.761904762,15.388,7.7,307.76,,,
851-28-6367,Alex,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,3/23/2019,10:55:00 AM,Ewallet,155,4.761904762,7.75,8,155,,,
824-88-3614,Giza,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,1/25/2019,3:00:00 PM,Ewallet,274.48,4.761904762,13.724,5.7,274.48,,,
586-25-0848,Alex,Yangon,Normal,Female,Sports and travel,12.34,7,4.319,90.699,03-04-2019,11:19:00 AM,Credit card,86.38,4.761904762,4.319,6.7,86.38,,,
895-66-0685,Cairo,Mandalay,Member,Male,Food and beverages,18.08,3,2.712,56.952,03-05-2019,7:46:00 PM,Ewallet,54.24,4.761904762,2.712,8,54.24,,,
305-14-0245,Cairo,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,03-03-2019,7:00:00 PM,Ewallet,755.92,4.761904762,37.796,7.5,755.92,,,
732-04-5373,Cairo,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,02-08-2019,10:53:00 AM,Cash,185.88,4.761904762,9.294,7,185.88,,,
400-60-7251,Alex,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,02-10-2019,12:50:00 PM,Ewallet,74.07,4.761904762,3.7035,9.9,74.07,,,
593-65-1552,Giza,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,1/28/2019,8:50:00 PM,Credit card,279.24,4.761904762,13.962,5.9,279.24,,,
284-34-9626,Cairo,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,02-11-2019,10:39:00 AM,Credit card,231.12,4.761904762,11.556,7.2,231.12,,,
437-58-8131,Cairo,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.352,154.392,1/15/2019,1:41:00 PM,Ewallet,147.04,4.761904762,7.352,4.6,147.04,,,
286-43-6208,Giza,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019,7:08:00 PM,Cash,790.2,4.761904762,39.51,9.2,790.2,,,
641-43-2399,Cairo,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,8:23:00 PM,Ewallet,102.2,4.761904762,5.11,5.7,102.2,,,
831-07-6050,Alex,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,3/19/2019,11:30:00 AM,Credit card,163.55,4.761904762,8.1775,9.9,163.55,,,
556-86-3144,Giza,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,1/13/2019,7:30:00 PM,Cash,74.29,4.761904762,3.7145,5,74.29,,,
848-24-9445,Giza,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,3/26/2019,6:03:00 PM,Cash,87.4,4.761904762,4.37,4.9,87.4,,,
856-22-8149,Alex,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.5545,3/23/2019,10:13:00 AM,Ewallet,25.29,4.761904762,1.2645,6.1,25.29,,,
699-01-4164,Giza,Naypyitaw,Normal,Male,Health and beauty,41.5,4,8.3,174.3,03-12-2019,7:58:00 PM,Credit card,166,4.761904762,8.3,8.2,166,,,
420-11-4919,Giza,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2/17/2019,7:57:00 PM,Credit card,356.95,4.761904762,17.8475,5.5,356.95,,,
606-80-4905,Giza,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,1/29/2019,10:01:00 AM,Credit card,114.9,4.761904762,5.745,6.8,114.9,,,
542-41-0513,Cairo,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,241.458,3/15/2019,11:57:00 AM,Cash,229.96,4.761904762,11.498,6.6,229.96,,,
426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,1/14/2019,10:02:00 AM,Cash,429.87,4.761904762,21.4935,9.8,429.87,,,
875-46-5808,Cairo,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,02-06-2019,2:51:00 PM,Ewallet,259,4.761904762,12.95,8.7,259,,,
394-43-4238,Cairo,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2/15/2019,12:42:00 PM,Credit card,88.85,4.761904762,4.4425,5.4,88.85,,,
749-24-1565,Alex,Yangon,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,01-03-2019,12:02:00 PM,Ewallet,207.27,4.761904762,10.3635,7.9,207.27,,,
672-51-8681,Giza,Naypyitaw,Member,Female,Electronic accessories,66.65,9,29.9925,629.8425,01-04-2019,6:19:00 PM,Credit card,599.85,4.761904762,29.9925,9.7,599.85,,,
263-87-5680,Giza,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,3/18/2019,5:38:00 PM,Ewallet,285.3,4.761904762,14.265,7.8,285.3,,,
573-58-9734,Cairo,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,3/28/2019,1:41:00 PM,Ewallet,91.11,4.761904762,4.5555,5.1,91.11,,,
817-69-8206,Cairo,Mandalay,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485,03-02-2019,7:42:00 PM,Credit card,897.57,4.761904762,44.8785,6.5,897.57,,,
888-02-0338,Alex,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,1/25/2019,8:24:00 PM,Ewallet,236.07,4.761904762,11.8035,5.9,236.07,,,
677-11-0152,Giza,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.967,881.307,1/16/2019,6:08:00 PM,Cash,839.34,4.761904762,41.967,8.8,839.34,,,
142-63-6033,Cairo,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,7:17:00 PM,Ewallet,461.8,4.761904762,23.09,4.9,461.8,,,
656-16-1063,Cairo,Mandalay,Normal,Male,Sports and travel,46.42,3,6.963,146.223,01-04-2019,1:24:00 PM,Credit card,139.26,4.761904762,6.963,4.4,139.26,,,
891-58-8335,Cairo,Mandalay,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,03-11-2019,3:53:00 PM,Cash,207.27,4.761904762,10.3635,6.5,207.27,,,
802-43-8934,Alex,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,3/22/2019,3:05:00 PM,Credit card,18.28,4.761904762,0.914,8.3,18.28,,,
560-30-5617,Cairo,Mandalay,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,3/24/2019,6:27:00 PM,Cash,123.85,4.761904762,6.1925,8.5,123.85,,,
319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.116,2/21/2019,4:55:00 PM,Cash,283.92,4.761904762,14.196,5.5,283.92,,,
549-03-9315,Cairo,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,02-12-2019,12:58:00 PM,Ewallet,758.96,4.761904762,37.948,8.7,758.96,,,
790-29-1172,Cairo,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,03-10-2019,6:59:00 PM,Credit card,172.02,4.761904762,8.601,7.9,172.02,,,
239-36-3640,Cairo,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,1:44:00 PM,Ewallet,272.1,4.761904762,13.605,6.1,272.1,,,
468-01-2051,Cairo,Mandalay,Normal,Male,Food and beverages,62.08,7,21.728,456.288,03-06-2019,1:46:00 PM,Ewallet,434.56,4.761904762,21.728,5.4,434.56,,,
389-25-3394,Giza,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2019,6:06:00 PM,Cash,59.05,4.761904762,2.9525,9.4,59.05,,,
279-62-1445,Giza,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38:00 PM,Cash,12.54,4.761904762,0.627,8.2,12.54,,,
213-72-6612,Alex,Yangon,Normal,Male,Food and beverages,43.25,2,4.325,90.825,3/20/2019,3:56:00 PM,Cash,86.5,4.761904762,4.325,6.2,86.5,,,
746-68-6593,Giza,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.716,183.036,01-11-2019,2:29:00 PM,Credit card,174.32,4.761904762,8.716,9.7,174.32,,,
836-82-5858,Cairo,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,1/26/2019,7:14:00 PM,Ewallet,624.33,4.761904762,31.2165,4,624.33,,,
583-72-1480,Giza,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,4:24:00 PM,Ewallet,148.24,4.761904762,7.412,9.7,148.24,,,
466-61-5506,Cairo,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52:00 AM,Cash,544.2,4.761904762,27.21,5.3,544.2,,,
721-86-6247,Alex,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,03-11-2019,12:55:00 PM,Ewallet,507.36,4.761904762,25.368,7.4,507.36,,,
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,7:28:00 PM,Cash,162.74,4.761904762,8.137,6.5,162.74,,,
545-46-3100,Cairo,Mandalay,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,03-12-2019,1:52:00 PM,Credit card,31.77,4.761904762,1.5885,8.7,31.77,,,
418-02-5978,Cairo,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,02-11-2019,10:54:00 AM,Cash,756.81,4.761904762,37.8405,8,756.81,,,
269-04-5750,Cairo,Mandalay,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,6:31:00 PM,Cash,295.28,4.761904762,14.764,6.7,295.28,,,
157-13-5295,Alex,Yangon,Member,Male,Health and beauty,51.94,10,25.97,545.37,03-09-2019,6:24:00 PM,Ewallet,519.4,4.761904762,25.97,6.5,519.4,,,
645-78-8093,Alex,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,6:09:00 PM,Ewallet,186.28,4.761904762,9.314,4.1,186.28,,,
211-30-9270,Giza,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,3:16:00 PM,Credit card,87.05,4.761904762,4.3525,4.9,87.05,,,
755-12-3214,Giza,Naypyitaw,Member,Female,Fashion accessories,44.22,5,11.055,232.155,03-05-2019,5:07:00 PM,Credit card,221.1,4.761904762,11.055,8.6,221.1,,,
346-84-3103,Cairo,Mandalay,Member,Female,Electronic accessories,13.22,5,3.305,69.405,03-02-2019,7:26:00 PM,Cash,66.1,4.761904762,3.305,4.3,66.1,,,
478-06-7835,Alex,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,01-11-2019,11:20:00 AM,Ewallet,89.69,4.761904762,4.4845,4.9,89.69,,,
540-11-4336,Alex,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,01-11-2019,4:49:00 PM,Credit card,224.46,4.761904762,11.223,5.6,224.46,,,
448-81-5016,Alex,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.517,03-11-2019,12:01:00 PM,Credit card,119.54,4.761904762,5.977,5.8,119.54,,,
142-72-4741,Giza,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,6:37:00 PM,Credit card,186.4,4.761904762,9.32,6,186.4,,,
217-58-1179,Alex,Yangon,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,01-05-2019,11:25:00 AM,Cash,250.6,4.761904762,12.53,4.2,250.6,,,
376-02-8238,Cairo,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,02-02-2019,6:42:00 PM,Credit card,750.96,4.761904762,37.548,8.3,750.96,,,
530-90-9855,Alex,Yangon,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,01-01-2019,2:47:00 PM,Cash,380.72,4.761904762,19.036,5.7,380.72,,,
866-05-7563,Cairo,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,02-09-2019,7:43:00 PM,Cash,244.2,4.761904762,12.21,4.8,244.2,,,
604-70-6476,Alex,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,2:04:00 PM,Ewallet,89.7,4.761904762,4.485,6.8,89.7,,,
799-71-1548,Alex,Yangon,Member,Male,Electronic accessories,77.72,4,15.544,326.424,01-07-2019,4:11:00 PM,Credit card,310.88,4.761904762,15.544,8.8,310.88,,,
785-13-7708,Cairo,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,7:06:00 PM,Credit card,511.42,4.761904762,25.571,4.2,511.42,,,
845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,02-02-2019,3:34:00 PM,Ewallet,418.95,4.761904762,20.9475,6.4,418.95,,,
662-47-5456,Giza,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,7:06:00 PM,Credit card,351.9,4.761904762,17.595,8.4,351.9,,,
883-17-4236,Giza,Naypyitaw,Normal,Female,Sports and travel,14.39,2,1.439,30.219,03-02-2019,7:44:00 PM,Credit card,28.78,4.761904762,1.439,7.2,28.78,,,
290-68-2984,Alex,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22:00 AM,Cash,95,4.761904762,4.75,5.2,95,,,
704-11-6354,Alex,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,01-06-2019,11:23:00 AM,Cash,471.2,4.761904762,23.56,8.9,471.2,,,
110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,2:12:00 PM,Cash,130.48,4.761904762,6.524,9,130.48,,,
366-93-0948,Alex,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46:00 AM,Credit card,66.35,4.761904762,3.3175,9.7,66.35,,,
729-09-9681,Alex,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,02-05-2019,10:16:00 AM,Ewallet,155.46,4.761904762,7.773,8.7,155.46,,,
151-16-1484,Alex,Yangon,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38:00 PM,Ewallet,129,4.761904762,6.45,6.5,129,,,
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,02-07-2019,1:05:00 PM,Credit card,263.76,4.761904762,13.188,6.9,263.76,,,
850-41-9669,Alex,Yangon,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,1:25:00 PM,Ewallet,675.54,4.761904762,33.777,6.2,675.54,,,
821-07-3596,Giza,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,03-07-2019,2:53:00 PM,Ewallet,65.8,4.761904762,3.29,5.6,65.8,,,
655-85-5130,Cairo,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,7:22:00 PM,Cash,153.2,4.761904762,7.66,5.7,153.2,,,
447-15-7839,Alex,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,02-09-2019,11:00:00 AM,Cash,222.4,4.761904762,11.12,4.2,222.4,,,
154-74-7179,Cairo,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,7:24:00 PM,Ewallet,54.45,4.761904762,2.7225,7.9,54.45,,,
253-12-6086,Alex,Yangon,Member,Female,Sports and travel,98.4,7,34.44,723.24,03-12-2019,12:43:00 PM,Credit card,688.8,4.761904762,34.44,8.7,688.8,,,
808-65-0703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,5:22:00 PM,Credit card,141.88,4.761904762,7.094,6.9,141.88,,,
571-94-0759,Cairo,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,01-08-2019,8:55:00 PM,Cash,746,4.761904762,37.3,9.5,746,,,
144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,01-05-2019,4:05:00 PM,Credit card,282.96,4.761904762,14.148,4.4,282.96,,,
731-14-2199,Alex,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,01-04-2019,1:34:00 PM,Ewallet,355.4,4.761904762,17.77,7,355.4,,,
783-09-1637,Cairo,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,03-06-2019,6:13:00 PM,Ewallet,337.15,4.761904762,16.8575,6.3,337.15,,,
687-15-1097,Giza,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,01-03-2019,7:17:00 PM,Cash,42.24,4.761904762,2.112,9.7,42.24,,,
126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,01-07-2019,11:44:00 AM,Credit card,193.86,4.761904762,9.693,8.8,193.86,,,
633-91-1052,Alex,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,3:51:00 PM,Cash,24.06,4.761904762,1.203,5.1,24.06,,,
477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,4:52:00 PM,Ewallet,598.26,4.761904762,29.913,7.9,598.26,,,
566-19-5475,Cairo,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,01-07-2019,8:52:00 PM,Cash,335.79,4.761904762,16.7895,6.2,335.79,,,
526-86-8552,Giza,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,01-07-2019,5:36:00 PM,Cash,218.2,4.761904762,10.91,7.1,218.2,,,
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,02-02-2019,1:23:00 PM,Ewallet,381.68,4.761904762,19.084,6.4,381.68,,,
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,4:28:00 PM,Cash,709.9,4.761904762,35.495,5.7,709.9,,,
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,7:57:00 PM,Credit card,440.2,4.761904762,22.01,9.6,440.2,,,
136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,5:01:00 PM,Credit card,559.68,4.761904762,27.984,6.4,559.68,,,
523-38-0215,Giza,Naypyitaw,Normal,Male,Home and lifestyle,37,1,1.85,38.85,03-06-2019,1:29:00 PM,Credit card,37,4.761904762,1.85,7.9,37,,,
490-29-1201,Alex,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,01-06-2019,11:09:00 AM,Cash,15.34,4.761904762,0.767,6.5,15.34,,,
667-92-0055,Alex,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,03-04-2019,3:02:00 PM,Ewallet,598.98,4.761904762,29.949,8.5,598.98,,,
565-17-3836,Alex,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,03-12-2019,2:21:00 PM,Cash,190.68,4.761904762,9.534,9.1,190.68,,,
498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,6:01:00 PM,Cash,333.4,4.761904762,16.67,7.6,333.4,,,
593-95-4461,Giza,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,2:49:00 PM,Cash,74.86,4.761904762,3.743,6.9,74.86,,,
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,12:02:00 PM,Cash,213.75,4.761904762,10.6875,9.5,213.75,,,
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,1:30:00 PM,Credit card,339.57,4.761904762,16.9785,5.2,339.57,,,
430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,02-03-2019,2:38:00 PM,Cash,664.16,4.761904762,33.208,4.2,664.16,,,
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,5:37:00 PM,Credit card,403,4.761904762,20.15,7,403,,,
558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,5:20:00 PM,Ewallet,194.95,4.761904762,9.7475,6,194.95,,,
278-97-7759,Alex,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,8:29:00 PM,Cash,62.48,4.761904762,3.124,4.7,62.48,,,
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00:00 AM,Cash,72.72,4.761904762,3.636,7.1,72.72,,,
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46:00 AM,Ewallet,181.1,4.761904762,9.055,5.9,181.1,,,
211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,03-03-2019,1:42:00 PM,Cash,259.6,4.761904762,12.98,7.5,259.6,,,
727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,2:44:00 PM,Cash,115.36,4.761904762,5.768,6.4,115.36,,,
744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,01-10-2019,2:16:00 PM,Ewallet,470.28,4.761904762,23.514,5.8,470.28,,,
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,3:54:00 PM,Cash,240.04,4.761904762,12.002,4.5,240.04,,,
779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21:00 AM,Cash,88.61,4.761904762,4.4305,7.7,88.61,,,
